strategy,folds,positive_folds,avg_test_return_pct,avg_benchmark_return_pct,avg_edge_pct,worst_drawdown_pct,avg_sharpe,total_trades,avg_score
relative-strength-189-100-b60,6,4,10.5982,10.7825,-0.1843,-23.4504,0.7397,156,3.9050
relative-strength-63-150-b60,6,3,8.4774,10.7825,-2.3051,-24.7124,0.6684,161,1.5684
