stop_loss_pct,trailing_stop_pct,return_pct,max_drawdown_pct,trades,score
0.0500,0.0300,1.3521,-2.3264,16,-0.5527
0.0500,0.0500,1.3521,-2.3264,16,-0.5527
0.0800,0.0300,1.0205,-2.6343,14,-1.0952
0.0800,0.0500,1.0205,-2.6343,14,-1.0952
