strategy,train_return_pct,test_return_pct,benchmark_return_pct,edge_pct,test_max_drawdown_pct,test_sharpe,test_trades,test_score
ma-8-21,-11.7772,-9.7169,41.7035,-51.4204,-18.9361,-0.5454,26,-23.6361
ensemble-10-30-c65,-7.3898,-11.4393,41.7035,-53.1429,-15.8360,-0.6182,34,-23.6491
ensemble-5-20-c70,-8.2310,-8.7322,41.7035,-50.4358,-21.3021,-0.2919,26,-23.6823
momentum-15-t4,-9.2371,-9.1532,41.7035,-50.8567,-21.2953,-0.3935,30,-24.3820
momentum-20-t4,-5.0324,-9.1721,41.7035,-50.8756,-21.6813,-0.3230,26,-24.4309
ensemble-3-10-c65,-5.0839,-9.5246,41.7035,-51.2282,-20.2296,-0.3709,60,-24.6157
ma-10-30,-14.9480,-12.4383,41.7035,-54.1418,-15.0229,-1.0261,22,-24.6954
momentum-10-t3,3.4424,-11.6786,41.7035,-53.3821,-17.0676,-0.5452,46,-24.7830
mean-reversion-30-t4,-12.1393,-10.6943,41.7035,-52.3979,-21.3694,-0.4489,36,-26.2022
momentum-20-t3,-3.8008,-10.5153,41.7035,-52.2188,-22.8396,-0.3696,28,-26.6603
mean-reversion-40-t4,-14.7114,-10.9384,41.7035,-52.6419,-22.2061,-0.4556,30,-26.8835
mean-reversion-30-t6,-15.6655,-12.3697,41.7035,-54.0732,-20.3745,-0.5358,22,-27.1248
mean-reversion-15-t10,65.6050,-14.3622,41.7035,-56.0658,-17.6593,-0.7611,10,-27.5630
mean-reversion-15-t6,-11.2269,-12.4191,41.7035,-54.1227,-20.9249,-0.4532,33,-27.5867
mean-reversion-90-t10,-17.4697,-11.9574,41.7035,-53.6609,-22.7155,-0.1459,32,-27.6543
ensemble-5-20-c60,6.7539,-10.8159,41.7035,-52.5194,-23.6601,-0.3981,36,-27.7111
ensemble-8-21-c65,-3.7346,-13.6816,41.7035,-55.3851,-18.1922,-0.7947,34,-27.7760
ma-20-50,-23.5129,-15.2545,41.7035,-56.9580,-17.2875,-0.8945,14,-28.5604
ensemble-5-20-c65,-4.9432,-11.7141,41.7035,-53.4176,-23.7900,-0.4324,36,-28.7624
ensemble-3-10-c70,-10.1905,-12.4577,41.7035,-54.1612,-22.4311,-0.5884,32,-28.8547
momentum-30-t4,-8.2203,-13.1896,41.7035,-54.8931,-21.7183,-0.6026,23,-28.9717
ma-5-15,-6.9153,-9.5456,41.7035,-51.2492,-26.8850,-0.1429,89,-29.0867
mean-reversion-60-t6,-19.1649,-13.2595,41.7035,-54.9630,-22.1538,-0.5656,18,-29.1507
mean-reversion-20-t6,-16.6865,-13.4330,41.7035,-55.1365,-21.6148,-0.6607,22,-29.2439
mean-reversion-90-t8,-27.3577,-14.0101,41.7035,-55.7136,-22.7097,-0.2047,32,-29.8208
mean-reversion-60-t4,-21.4308,-14.6650,41.7035,-56.3685,-20.8118,-0.6745,22,-29.9816
ma-5-20,-2.7433,-14.3828,41.7035,-56.0863,-20.4111,-0.9033,34,-30.1366
momentum-10-t6,-8.4559,-13.0701,41.7035,-54.7736,-23.8968,-0.5832,20,-30.1694
mean-reversion-30-t10,38.4352,-16.4047,41.7035,-58.1083,-19.9355,-0.8442,12,-31.2911
mean-reversion-20-t10,21.0904,-17.1661,41.7035,-58.8697,-21.8136,-0.8109,12,-33.2068
ma-3-10,-0.2901,-16.2663,41.7035,-57.9699,-22.0854,-0.3231,120,-33.6680
mean-reversion-40-t8,-17.9178,-16.3290,41.7035,-58.0325,-24.9254,-0.6240,22,-34.2186
mean-reversion-40-t6,-20.0682,-17.7269,41.7035,-59.4305,-23.7435,-0.7874,26,-35.2550
momentum-10-t4,-1.2047,-15.4314,41.7035,-57.1350,-29.0757,-0.2317,73,-36.2540
ensemble-10-30-c70,-9.4740,-19.5138,41.7035,-61.2174,-22.6527,-0.9784,24,-36.6749
ma-15-45,-11.7483,-19.8154,41.7035,-61.5189,-22.4463,-1.0072,16,-36.7399
mean-reversion-20-t4,-5.2578,-14.4164,41.7035,-56.1199,-31.9037,-0.2090,74,-37.0519
mean-reversion-20-t8,-11.7287,-21.7668,41.7035,-63.4703,-23.6405,-1.0354,16,-39.5240
mean-reversion-60-t10,-16.4202,-24.1610,41.7035,-65.8646,-24.8953,-0.9281,20,-42.5991
momentum-120-t8,-21.2869,-20.6690,41.7035,-62.3725,-34.6267,-0.2903,16,-44.0770
mean-reversion-90-t6,-23.7699,-25.7691,41.7035,-67.4727,-28.3740,-0.5344,33,-45.9410
mean-reversion-60-t8,-18.8355,-33.8159,41.7035,-75.5194,-34.1981,-0.7708,26,-58.1064
